transaction_id,customer_id,date,type,category,amount,merchant,location,payment_method
PS006-202607-017,PS006,2026-07-31,debit,Shopping,2062.27,Amazon / local retail,Bengaluru,UPI
PS006-202607-018,PS006,2026-07-03,debit,Transport,474.52,Metro / fuel,Bengaluru,UPI
PS006-202607-019,PS006,2026-07-07,debit,Transport,485.33,Metro / fuel,Bengaluru,UPI
PS006-202607-020,PS006,2026-07-10,debit,Transport,791.52,Metro / fuel,Bengaluru,UPI
PS006-202607-021,PS006,2026-07-14,debit,Transport,535.39,Metro / fuel,Bengaluru,UPI
PS006-202607-022,PS006,2026-07-19,debit,Transport,875.52,Metro / fuel,Bengaluru,UPI
PS006-202607-023,PS006,2026-07-22,debit,Transport,495.74,Metro / fuel,Bengaluru,UPI
PS006-202607-024,PS006,2026-07-26,debit,Transport,698.44,Metro / fuel,Bengaluru,UPI
PS006-202607-025,PS006,2026-07-30,debit,Transport,571.54,Metro / fuel,Bengaluru,UPI
PS006-202607-026,PS006,2026-07-02,debit,Bills,1743.64,Electricity / mobile,Bengaluru,UPI
PS006-202607-027,PS006,2026-07-16,debit,Bills,1716.66,Electricity / mobile,Bengaluru,UPI
PS006-202607-028,PS006,2026-07-31,debit,Bills,2699.7,Electricity / mobile,Bengaluru,UPI
PS006-202607-029,PS006,2026-07-02,debit,Rent,19096,Monthly rent,Bengaluru,NEFT
PS006-202607-030,PS006,2026-07-02,debit,Education,1540,Learning centre,Bengaluru,UPI
PS006-202607-031,PS006,2026-07-03,debit,Healthcare,1540,Pharmacy,Bengaluru,UPI
PS006-202607-032,PS006,2026-07-03,debit,Entertainment,838.67,Cinema / streaming,Bengaluru,UPI
PS006-202607-033,PS006,2026-07-17,debit,Entertainment,983.89,Cinema / streaming,Bengaluru,UPI
PS006-202607-034,PS006,2026-07-30,debit,Entertainment,949.44,Cinema / streaming,Bengaluru,UPI
PS006-202607-035,PS006,2026-07-02,debit,Investment,3696,Recurring investment,Bengaluru,UPI
PS006-202607-036,PS006,2026-07-03,debit,UPI Transfer,1407.38,Household transfer,Bengaluru,UPI
PS006-202607-037,PS006,2026-07-30,debit,UPI Transfer,1364.62,Household transfer,Bengaluru,UPI
PS006-202607-038,PS006,2026-07-02,debit,Other,470.89,Everyday purchase,Bengaluru,UPI
PS006-202607-039,PS006,2026-07-31,debit,Other,761.11,Everyday purchase,Bengaluru,UPI
PS006-202607-040,PS006,2026-07-05,debit,EMI,18000,Scheduled loan EMI,Bengaluru,Auto debit
PS006-202608-001,PS006,2026-08-01,credit,Salary,110000,Monthly salary,Bengaluru,NEFT
PS006-202608-002,PS006,2026-08-02,debit,Food,810.96,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-003,PS006,2026-08-04,debit,Food,942.91,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-004,PS006,2026-08-07,debit,Food,961.74,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-005,PS006,2026-08-10,debit,Food,628.1,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-006,PS006,2026-08-13,debit,Food,847.97,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-007,PS006,2026-08-15,debit,Food,893.25,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-008,PS006,2026-08-18,debit,Food,751.78,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-009,PS006,2026-08-20,debit,Food,985.44,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-010,PS006,2026-08-22,debit,Food,1107.1,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-011,PS006,2026-08-25,debit,Food,1007.51,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-012,PS006,2026-08-27,debit,Food,820.87,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-013,PS006,2026-08-30,debit,Food,714.37,Swiggy / local groceries,Bengaluru,UPI
PS006-202608-014,PS006,2026-08-03,debit,Shopping,1501.01,Amazon / local retail,Bengaluru,UPI
PS006-202608-015,PS006,2026-08-11,debit,Shopping,2004.45,Amazon / local retail,Bengaluru,UPI
PS006-202608-016,PS006,2026-08-20,debit,Shopping,1816.93,Amazon / local retail,Bengaluru,UPI
PS006-202608-017,PS006,2026-08-30,debit,Shopping,2069.61,Amazon / local retail,Bengaluru,UPI
PS006-202608-018,PS006,2026-08-02,debit,Transport,687.87,Metro / fuel,Bengaluru,UPI
PS006-202608-019,PS006,2026-08-07,debit,Transport,687.6,Metro / fuel,Bengaluru,UPI
PS006-202608-020,PS006,2026-08-11,debit,Transport,700.98,Metro / fuel,Bengaluru,UPI
PS006-202608-021,PS006,2026-08-15,debit,Transport,518.71,Metro / fuel,Bengaluru,UPI
PS006-202608-022,PS006,2026-08-18,debit,Transport,531.01,Metro / fuel,Bengaluru,UPI
PS006-202608-023,PS006,2026-08-22,debit,Transport,734.81,Metro / fuel,Bengaluru,UPI
PS006-202608-024,PS006,2026-08-27,debit,Transport,507.88,Metro / fuel,Bengaluru,UPI
PS006-202608-025,PS006,2026-08-31,debit,Transport,559.14,Metro / fuel,Bengaluru,UPI
PS006-202608-026,PS006,2026-08-02,debit,Bills,2017.13,Electricity / mobile,Bengaluru,UPI
PS006-202608-027,PS006,2026-08-16,debit,Bills,2237.31,Electricity / mobile,Bengaluru,UPI
PS006-202608-028,PS006,2026-08-31,debit,Bills,1905.56,Electricity / mobile,Bengaluru,UPI
PS006-202608-029,PS006,2026-08-03,debit,Rent,19096,Monthly rent,Bengaluru,NEFT
PS006-202608-030,PS006,2026-08-03,debit,Education,1540,Learning centre,Bengaluru,UPI
PS006-202608-031,PS006,2026-08-03,debit,Healthcare,1540,Pharmacy,Bengaluru,UPI
PS006-202608-032,PS006,2026-08-03,debit,Entertainment,953.68,Cinema / streaming,Bengaluru,UPI
PS006-202608-033,PS006,2026-08-16,debit,Entertainment,961.03,Cinema / streaming,Bengaluru,UPI
PS006-202608-034,PS006,2026-08-31,debit,Entertainment,857.29,Cinema / streaming,Bengaluru,UPI
PS006-202608-035,PS006,2026-08-03,debit,Investment,3696,Recurring investment,Bengaluru,UPI
PS006-202608-036,PS006,2026-08-03,debit,UPI Transfer,1219.65,Household transfer,Bengaluru,UPI
PS006-202608-037,PS006,2026-08-31,debit,UPI Transfer,1552.35,Household transfer,Bengaluru,UPI
PS006-202608-038,PS006,2026-08-03,debit,Other,742.93,Everyday purchase,Bengaluru,UPI
PS006-202608-039,PS006,2026-08-31,debit,Other,489.07,Everyday purchase,Bengaluru,UPI
PS006-202608-040,PS006,2026-08-05,debit,EMI,18000,Scheduled loan EMI,Bengaluru,Auto debit
PS007-202512-001,PS007,2025-12-01,credit,Salary,52000,Monthly salary,Pune,NEFT
PS007-202512-002,PS007,2025-12-02,debit,Food,359.22,Swiggy / local groceries,Pune,UPI
PS007-202512-003,PS007,2025-12-05,debit,Food,482.77,Swiggy / local groceries,Pune,UPI
PS007-202512-004,PS007,2025-12-07,debit,Food,355.04,Swiggy / local groceries,Pune,UPI
PS007-202512-005,PS007,2025-12-10,debit,Food,393.33,Swiggy / local groceries,Pune,UPI
PS007-202512-006,PS007,2025-12-13,debit,Food,308.51,Swiggy / local groceries,Pune,UPI
PS007-202512-007,PS007,2025-12-14,debit,Food,359.81,Swiggy / local groceries,Pune,UPI
PS007-202512-008,PS007,2025-12-17,debit,Food,348.84,Swiggy / local groceries,Pune,UPI
PS007-202512-009,PS007,2025-12-19,debit,Food,449.71,Swiggy / local groceries,Pune,UPI
PS007-202512-010,PS007,2025-12-23,debit,Food,445.17,Swiggy / local groceries,Pune,UPI
PS007-202512-011,PS007,2025-12-25,debit,Food,319.56,Swiggy / local groceries,Pune,UPI
PS007-202512-012,PS007,2025-12-28,debit,Food,392.12,Swiggy / local groceries,Pune,UPI
PS007-202512-013,PS007,2025-12-31,debit,Food,293.92,Swiggy / local groceries,Pune,UPI
PS007-202512-014,PS007,2025-12-02,debit,Shopping,633.24,Amazon / local retail,Pune,UPI
PS007-202512-015,PS007,2025-12-11,debit,Shopping,699.17,Amazon / local retail,Pune,UPI
PS007-202512-016,PS007,2025-12-21,debit,Shopping,803.87,Amazon / local retail,Pune,UPI
PS007-202512-017,PS007,2025-12-30,debit,Shopping,1045.72,Amazon / local retail,Pune,UPI
PS007-202512-018,PS007,2025-12-02,debit,Transport,284.16,Metro / fuel,Pune,UPI
PS007-202512-019,PS007,2025-12-06,debit,Transport,208.39,Metro / fuel,Pune,UPI
PS007-202512-020,PS007,2025-12-11,debit,Transport,228.89,Metro / fuel,Pune,UPI
PS007-202512-021,PS007,2025-12-15,debit,Transport,294.36,Metro / fuel,Pune,UPI
PS007-202512-022,PS007,2025-12-19,debit,Transport,281.41,Metro / fuel,Pune,UPI
PS007-202512-023,PS007,2025-12-23,debit,Transport,307.61,Metro / fuel,Pune,UPI
PS007-202512-024,PS007,2025-12-27,debit,Transport,302.65,Metro / fuel,Pune,UPI
PS007-202512-025,PS007,2025-12-31,debit,Transport,214.53,Metro / fuel,Pune,UPI
PS007-202512-026,PS007,2025-12-02,debit,Bills,850.96,Electricity / mobile,Pune,UPI
PS007-202512-027,PS007,2025-12-17,debit,Bills,863.71,Electricity / mobile,Pune,UPI
PS007-202512-028,PS007,2025-12-30,debit,Bills,937.33,Electricity / mobile,Pune,UPI
PS007-202512-029,PS007,2025-12-02,debit,Rent,8221,Monthly rent,Pune,NEFT
PS007-202512-030,PS007,2025-12-02,debit,Education,663,Learning centre,Pune,UPI
PS007-202512-031,PS007,2025-12-02,debit,Healthcare,663,Pharmacy,Pune,UPI
PS007-202512-032,PS007,2025-12-03,debit,Entertainment,464.18,Cinema / streaming,Pune,UPI
PS007-202512-033,PS007,2025-12-16,debit,Entertainment,314.71,Cinema / streaming,Pune,UPI
PS007-202512-034,PS007,2025-12-30,debit,Entertainment,414.11,Cinema / streaming,Pune,UPI
PS007-202512-035,PS007,2025-12-02,debit,Investment,1591,Recurring investment,Pune,UPI
PS007-202512-036,PS007,2025-12-03,debit,UPI Transfer,619.08,Household transfer,Pune,UPI
PS007-202512-037,PS007,2025-12-31,debit,UPI Transfer,573.92,Household transfer,Pune,UPI
PS007-202512-038,PS007,2025-12-03,debit,Other,267.82,Everyday purchase,Pune,UPI
PS007-202512-039,PS007,2025-12-30,debit,Other,262.18,Everyday purchase,Pune,UPI
PS007-202512-040,PS007,2025-12-05,debit,EMI,6000,Scheduled loan EMI,Pune,Auto debit
PS007-202601-001,PS007,2026-01-01,credit,Salary,52000,Monthly salary,Pune,NEFT
PS007-202601-002,PS007,2026-01-02,debit,Food,310.66,Swiggy / local groceries,Pune,UPI
PS007-202601-003,PS007,2026-01-04,debit,Food,390.4,Swiggy / local groceries,Pune,UPI
PS007-202601-004,PS007,2026-01-08,debit,Food,290.25,Swiggy / local groceries,Pune,UPI
PS007-202601-005,PS007,2026-01-09,debit,Food,293.21,Swiggy / local groceries,Pune,UPI
PS007-202601-006,PS007,2026-01-13,debit,Food,277.59,Swiggy / local groceries,Pune,UPI
PS007-202601-007,PS007,2026-01-14,debit,Food,419.49,Swiggy / local groceries,Pune,UPI
PS007-202601-008,PS007,2026-01-17,debit,Food,330.8,Swiggy / local groceries,Pune,UPI
PS007-202601-009,PS007,2026-01-19,debit,Food,413.7,Swiggy / local groceries,Pune,UPI
PS007-202601-010,PS007,2026-01-22,debit,Food,424.49,Swiggy / local groceries,Pune,UPI
PS007-202601-011,PS007,2026-01-24,debit,Food,407.52,Swiggy / local groceries,Pune,UPI
PS007-202601-012,PS007,2026-01-28,debit,Food,418.93,Swiggy / local groceries,Pune,UPI
PS007-202601-013,PS007,2026-01-31,debit,Food,415.96,Swiggy / local groceries,Pune,UPI
PS007-202601-014,PS007,2026-01-03,debit,Shopping,826.9,Amazon / local retail,Pune,UPI
PS007-202601-015,PS007,2026-01-11,debit,Shopping,786.07,Amazon / local retail,Pune,UPI
PS007-202601-016,PS007,2026-01-20,debit,Shopping,675.61,Amazon / local retail,Pune,UPI
PS007-202601-017,PS007,2026-01-31,debit,Shopping,812.42,Amazon / local retail,Pune,UPI
PS007-202601-018,PS007,2026-01-03,debit,Transport,260.64,Metro / fuel,Pune,UPI
PS007-202601-019,PS007,2026-01-06,debit,Transport,292.3,Metro / fuel,Pune,UPI
PS007-202601-020,PS007,2026-01-11,debit,Transport,280.82,Metro / fuel,Pune,UPI
PS007-202601-021,PS007,2026-01-14,debit,Transport,206.96,Metro / fuel,Pune,UPI
PS007-202601-022,PS007,2026-01-18,debit,Transport,260.67,Metro / fuel,Pune,UPI
PS007-202601-023,PS007,2026-01-22,debit,Transport,210.72,Metro / fuel,Pune,UPI
PS007-202601-024,PS007,2026-01-26,debit,Transport,305.21,Metro / fuel,Pune,UPI
PS007-202601-025,PS007,2026-01-31,debit,Transport,250.68,Metro / fuel,Pune,UPI
PS007-202601-026,PS007,2026-01-02,debit,Bills,952.15,Electricity / mobile,Pune,UPI
PS007-202601-027,PS007,2026-01-17,debit,Bills,697.88,Electricity / mobile,Pune,UPI
PS007-202601-028,PS007,2026-01-30,debit,Bills,933.97,Electricity / mobile,Pune,UPI
PS007-202601-029,PS007,2026-01-02,debit,Rent,8012,Monthly rent,Pune,NEFT
PS007-202601-030,PS007,2026-01-02,debit,Education,646,Learning centre,Pune,UPI
PS007-202601-031,PS007,2026-01-03,debit,Healthcare,646,Pharmacy,Pune,UPI
PS007-202601-032,PS007,2026-01-02,debit,Entertainment,427.08,Cinema / streaming,Pune,UPI
PS007-202601-033,PS007,2026-01-16,debit,Entertainment,397.18,Cinema / streaming,Pune,UPI
PS007-202601-034,PS007,2026-01-30,debit,Entertainment,338.74,Cinema / streaming,Pune,UPI
PS007-202601-035,PS007,2026-01-02,debit,Investment,1551,Recurring investment,Pune,UPI
PS007-202601-036,PS007,2026-01-03,debit,UPI Transfer,647.47,Household transfer,Pune,UPI
PS007-202601-037,PS007,2026-01-31,debit,UPI Transfer,515.53,Household transfer,Pune,UPI
PS007-202601-038,PS007,2026-01-02,debit,Other,239.87,Everyday purchase,Pune,UPI
PS007-202601-039,PS007,2026-01-31,debit,Other,277.13,Everyday purchase,Pune,UPI
PS007-202601-040,PS007,2026-01-05,debit,EMI,6000,Scheduled loan EMI,Pune,Auto debit
PS007-202602-001,PS007,2026-02-01,credit,Salary,52000,Monthly salary,Pune,NEFT
PS007-202602-002,PS007,2026-02-02,debit,Food,322.74,Swiggy / local groceries,Pune,UPI
PS007-202602-003,PS007,2026-02-04,debit,Food,346.3,Swiggy / local groceries,Pune,UPI
PS007-202602-004,PS007,2026-02-06,debit,Food,460.02,Swiggy / local groceries,Pune,UPI
PS007-202602-005,PS007,2026-02-08,debit,Food,319.38,Swiggy / local groceries,Pune,UPI
PS007-202602-006,PS007,2026-02-11,debit,Food,300.57,Swiggy / local groceries,Pune,UPI
PS007-202602-007,PS007,2026-02-14,debit,Food,318.59,Swiggy / local groceries,Pune,UPI
PS007-202602-008,PS007,2026-02-16,debit,Food,381.84,Swiggy / local groceries,Pune,UPI
PS007-202602-009,PS007,2026-02-18,debit,Food,265.34,Swiggy / local groceries,Pune,UPI
PS007-202602-010,PS007,2026-02-21,debit,Food,405.19,Swiggy / local groceries,Pune,UPI
PS007-202602-011,PS007,2026-02-22,debit,Food,452.22,Swiggy / local groceries,Pune,UPI
PS007-202602-012,PS007,2026-02-24,debit,Food,298.74,Swiggy / local groceries,Pune,UPI
PS007-202602-013,PS007,2026-02-27,debit,Food,408.07,Swiggy / local groceries,Pune,UPI
PS007-202602-014,PS007,2026-02-03,debit,Shopping,890.35,Amazon / local retail,Pune,UPI
PS007-202602-015,PS007,2026-02-11,debit,Shopping,731.32,Amazon / local retail,Pune,UPI
PS007-202602-016,PS007,2026-02-19,debit,Shopping,684.81,Amazon / local retail,Pune,UPI
PS007-202602-017,PS007,2026-02-27,debit,Shopping,713.52,Amazon / local retail,Pune,UPI
PS007-202602-018,PS007,2026-02-03,debit,Transport,311.01,Metro / fuel,Pune,UPI
PS007-202602-019,PS007,2026-02-05,debit,Transport,273.07,Metro / fuel,Pune,UPI
PS007-202602-020,PS007,2026-02-10,debit,Transport,208.53,Metro / fuel,Pune,UPI
PS007-202602-021,PS007,2026-02-12,debit,Transport,198.42,Metro / fuel,Pune,UPI
PS007-202602-022,PS007,2026-02-16,debit,Transport,287.1,Metro / fuel,Pune,UPI
PS007-202602-023,PS007,2026-02-20,debit,Transport,266.21,Metro / fuel,Pune,UPI
PS007-202602-024,PS007,2026-02-24,debit,Transport,190.32,Metro / fuel,Pune,UPI
PS007-202602-025,PS007,2026-02-27,debit,Transport,278.34,Metro / fuel,Pune,UPI
PS007-202602-026,PS007,2026-02-02,debit,Bills,850.11,Electricity / mobile,Pune,UPI
PS007-202602-027,PS007,2026-02-14,debit,Bills,747.37,Electricity / mobile,Pune,UPI
PS007-202602-028,PS007,2026-02-28,debit,Bills,919.52,Electricity / mobile,Pune,UPI
PS007-202602-029,PS007,2026-02-02,debit,Rent,7802,Monthly rent,Pune,NEFT
PS007-202602-030,PS007,2026-02-03,debit,Education,629,Learning centre,Pune,UPI
PS007-202602-031,PS007,2026-02-03,debit,Healthcare,629,Pharmacy,Pune,UPI
PS007-202602-032,PS007,2026-02-02,debit,Entertainment,425.98,Cinema / streaming,Pune,UPI
PS007-202602-033,PS007,2026-02-14,debit,Entertainment,415.15,Cinema / streaming,Pune,UPI
PS007-202602-034,PS007,2026-02-28,debit,Entertainment,291.87,Cinema / streaming,Pune,UPI
PS007-202602-035,PS007,2026-02-02,debit,Investment,1510,Recurring investment,Pune,UPI
PS007-202602-036,PS007,2026-02-03,debit,UPI Transfer,557.15,Household transfer,Pune,UPI
PS007-202602-037,PS007,2026-02-27,debit,UPI Transfer,575.85,Household transfer,Pune,UPI
PS007-202602-038,PS007,2026-02-02,debit,Other,259.84,Everyday purchase,Pune,UPI
PS007-202602-039,PS007,2026-02-27,debit,Other,243.16,Everyday purchase,Pune,UPI
PS007-202602-040,PS007,2026-02-05,debit,EMI,6000,Scheduled loan EMI,Pune,Auto debit
PS007-202603-001,PS007,2026-03-01,credit,Salary,52000,Monthly salary,Pune,NEFT
PS007-202603-002,PS007,2026-03-02,debit,Food,456.15,Swiggy / local groceries,Pune,UPI
PS007-202603-003,PS007,2026-03-04,debit,Food,389.59,Swiggy / local groceries,Pune,UPI
PS007-202603-004,PS007,2026-03-07,debit,Food,379.83,Swiggy / local groceries,Pune,UPI
PS007-202603-005,PS007,2026-03-09,debit,Food,271.38,Swiggy / local groceries,Pune,UPI
PS007-202603-006,PS007,2026-03-12,debit,Food,413.03,Swiggy / local groceries,Pune,UPI
PS007-202603-007,PS007,2026-03-15,debit,Food,377.63,Swiggy / local groceries,Pune,UPI
PS007-202603-008,PS007,2026-03-17,debit,Food,316.88,Swiggy / local groceries,Pune,UPI
PS007-202603-009,PS007,2026-03-19,debit,Food,381.59,Swiggy / local groceries,Pune,UPI
PS007-202603-010,PS007,2026-03-23,debit,Food,371.68,Swiggy / local groceries,Pune,UPI
PS007-202603-011,PS007,2026-03-25,debit,Food,258.59,Swiggy / local groceries,Pune,UPI
PS007-202603-012,PS007,2026-03-27,debit,Food,252.79,Swiggy / local groceries,Pune,UPI
PS007-202603-013,PS007,2026-03-30,debit,Food,294.86,Swiggy / local groceries,Pune,UPI
PS007-202603-014,PS007,2026-03-02,debit,Shopping,965.4,Amazon / local retail,Pune,UPI
PS007-202603-015,PS007,2026-03-11,debit,Shopping,716.21,Amazon / local retail,Pune,UPI
PS007-202603-016,PS007,2026-03-20,debit,Shopping,635.98,Amazon / local retail,Pune,UPI
PS007-202603-017,PS007,2026-03-30,debit,Shopping,621.41,Amazon / local retail,Pune,UPI
PS007-202603-018,PS007,2026-03-03,debit,Transport,205.33,Metro / fuel,Pune,UPI
PS007-202603-019,PS007,2026-03-07,debit,Transport,206.45,Metro / fuel,Pune,UPI
PS007-202603-020,PS007,2026-03-10,debit,Transport,272.07,Metro / fuel,Pune,UPI
PS007-202603-021,PS007,2026-03-14,debit,Transport,179.28,Metro / fuel,Pune,UPI
PS007-202603-022,PS007,2026-03-18,debit,Transport,298.82,Metro / fuel,Pune,UPI
PS007-202603-023,PS007,2026-03-23,debit,Transport,264.17,Metro / fuel,Pune,UPI
PS007-202603-024,PS007,2026-03-27,debit,Transport,295.77,Metro / fuel,Pune,UPI
PS007-202603-025,PS007,2026-03-30,debit,Transport,237.11,Metro / fuel,Pune,UPI
PS007-202603-026,PS007,2026-03-02,debit,Bills,629.54,Electricity / mobile,Pune,UPI
PS007-202603-027,PS007,2026-03-17,debit,Bills,773.29,Electricity / mobile,Pune,UPI
PS007-202603-028,PS007,2026-03-30,debit,Bills,1046.17,Electricity / mobile,Pune,UPI
PS007-202603-029,PS007,2026-03-02,debit,Rent,7593,Monthly rent,Pune,NEFT
PS007-202603-030,PS007,2026-03-03,debit,Education,612,Learning centre,Pune,UPI
PS007-202603-031,PS007,2026-03-02,debit,Healthcare,612,Pharmacy,Pune,UPI
PS007-202603-032,PS007,2026-03-02,debit,Entertainment,273.11,Cinema / streaming,Pune,UPI
PS007-202603-033,PS007,2026-03-17,debit,Entertainment,452.52,Cinema / streaming,Pune,UPI
PS007-202603-034,PS007,2026-03-31,debit,Entertainment,376.37,Cinema / streaming,Pune,UPI
PS007-202603-035,PS007,2026-03-02,debit,Investment,1470,Recurring investment,Pune,UPI
PS007-202603-036,PS007,2026-03-03,debit,UPI Transfer,485.15,Household transfer,Pune,UPI
PS007-202603-037,PS007,2026-03-31,debit,UPI Transfer,616.85,Household transfer,Pune,UPI
PS007-202603-038,PS007,2026-03-03,debit,Other,195.31,Everyday purchase,Pune,UPI
PS007-202603-039,PS007,2026-03-31,debit,Other,294.69,Everyday purchase,Pune,UPI
PS007-202603-040,PS007,2026-03-05,debit,EMI,6000,Scheduled loan EMI,Pune,Auto debit
PS007-202604-001,PS007,2026-04-01,credit,Salary,52000,Monthly salary,Pune,NEFT
PS007-202604-002,PS007,2026-04-02,debit,Food,393.07,Swiggy / local groceries,Pune,UPI
PS007-202604-003,PS007,2026-04-04,debit,Food,232.9,Swiggy / local groceries,Pune,UPI
PS007-202604-004,PS007,2026-04-06,debit,Food,286.32,Swiggy / local groceries,Pune,UPI
PS007-202604-005,PS007,2026-04-10,debit,Food,416.05,Swiggy / local groceries,Pune,UPI
PS007-202604-006,PS007,2026-04-12,debit,Food,274.51,Swiggy / local groceries,Pune,UPI
PS007-202604-007,PS007,2026-04-15,debit,Food,336.03,Swiggy / local groceries,Pune,UPI
PS007-202604-008,PS007,2026-04-16,debit,Food,340.33,Swiggy / local groceries,Pune,UPI
PS007-202604-009,PS007,2026-04-20,debit,Food,374.24,Swiggy / local groceries,Pune,UPI
PS007-202604-010,PS007,2026-04-22,debit,Food,355.66,Swiggy / local groceries,Pune,UPI
PS007-202604-011,PS007,2026-04-24,debit,Food,376.27,Swiggy / local groceries,Pune,UPI
PS007-202604-012,PS007,2026-04-27,debit,Food,357.7,Swiggy / local groceries,Pune,UPI
PS007-202604-013,PS007,2026-04-29,debit,Food,305.92,Swiggy / local groceries,Pune,UPI
PS007-202604-014,PS007,2026-04-03,debit,Shopping,800.21,Amazon / local retail,Pune,UPI
PS007-202604-015,PS007,2026-04-11,debit,Shopping,581.02,Amazon / local retail,Pune,UPI
PS007-202604-016,PS007,2026-04-21,debit,Shopping,635.76,Amazon / local retail,Pune,UPI
PS007-202604-017,PS007,2026-04-29,debit,Shopping,841.01,Amazon / local retail,Pune,UPI
PS007-202604-018,PS007,2026-04-02,debit,Transport,271.72,Metro / fuel,Pune,UPI
PS007-202604-019,PS007,2026-04-06,debit,Transport,220.35,Metro / fuel,Pune,UPI
PS007-202604-020,PS007,2026-04-10,debit,Transport,215.64,Metro / fuel,Pune,UPI
PS007-202604-021,PS007,2026-04-14,debit,Transport,199.4,Metro / fuel,Pune,UPI
PS007-202604-022,PS007,2026-04-17,debit,Transport,209.8,Metro / fuel,Pune,UPI
PS007-202604-023,PS007,2026-04-21,debit,Transport,300.52,Metro / fuel,Pune,UPI
PS007-202604-024,PS007,2026-04-26,debit,Transport,281.23,Metro / fuel,Pune,UPI
PS007-202604-025,PS007,2026-04-29,debit,Transport,206.34,Metro / fuel,Pune,UPI
PS007-202604-026,PS007,2026-04-02,debit,Bills,706.72,Electricity / mobile,Pune,UPI
PS007-202604-027,PS007,2026-04-15,debit,Bills,864.86,Electricity / mobile,Pune,UPI
PS007-202604-028,PS007,2026-04-29,debit,Bills,810.42,Electricity / mobile,Pune,UPI
PS007-202604-029,PS007,2026-04-02,debit,Rent,7383,Monthly rent,Pune,NEFT
PS007-202604-030,PS007,2026-04-03,debit,Education,595,Learning centre,Pune,UPI
PS007-202604-031,PS007,2026-04-03,debit,Healthcare,595,Pharmacy,Pune,UPI
PS007-202604-032,PS007,2026-04-02,debit,Entertainment,394.23,Cinema / streaming,Pune,UPI
PS007-202604-033,PS007,2026-04-16,debit,Entertainment,260.56,Cinema / streaming,Pune,UPI
PS007-202604-034,PS007,2026-04-30,debit,Entertainment,417.21,Cinema / streaming,Pune,UPI
PS007-202604-035,PS007,2026-04-03,debit,Investment,1429,Recurring investment,Pune,UPI
PS007-202604-036,PS007,2026-04-03,debit,UPI Transfer,524.68,Household transfer,Pune,UPI
PS007-202604-037,PS007,2026-04-30,debit,UPI Transfer,547.32,Household transfer,Pune,UPI
PS007-202604-038,PS007,2026-04-02,debit,Other,246.87,Everyday purchase,Pune,UPI
PS007-202604-039,PS007,2026-04-29,debit,Other,229.13,Everyday purchase,Pune,UPI
PS007-202604-040,PS007,2026-04-05,debit,EMI,6000,Scheduled loan EMI,Pune,Auto debit
PS007-202605-001,PS007,2026-05-01,credit,Salary,52000,Monthly salary,Pune,NEFT
PS007-202605-002,PS007,2026-05-02,debit,Food,295.6,Swiggy / local groceries,Pune,UPI
PS007-202605-003,PS007,2026-05-05,debit,Food,282.53,Swiggy / local groceries,Pune,UPI
PS007-202605-004,PS007,2026-05-08,debit,Food,405.4,Swiggy / local groceries,Pune,UPI
PS007-202605-005,PS007,2026-05-10,debit,Food,334.61,Swiggy / local groceries,Pune,UPI
PS007-202605-006,PS007,2026-05-13,debit,Food,367.94,Swiggy / local groceries,Pune,UPI
PS007-202605-007,PS007,2026-05-15,debit,Food,414.22,Swiggy / local groceries,Pune,UPI
PS007-202605-008,PS007,2026-05-18,debit,Food,224.51,Swiggy / local groceries,Pune,UPI
PS007-202605-009,PS007,2026-05-19,debit,Food,290.71,Swiggy / local groceries,Pune,UPI
PS007-202605-010,PS007,2026-05-23,debit,Food,323.67,Swiggy / local groceries,Pune,UPI
PS007-202605-011,PS007,2026-05-24,debit,Food,332.05,Swiggy / local groceries,Pune,UPI
PS007-202605-012,PS007,2026-05-27,debit,Food,365.61,Swiggy / local groceries,Pune,UPI
PS007-202605-013,PS007,2026-05-31,debit,Food,297.15,Swiggy / local groceries,Pune,UPI
PS007-202605-014,PS007,2026-05-03,debit,Shopping,630.08,Amazon / local retail,Pune,UPI
PS007-202605-015,PS007,2026-05-12,debit,Shopping,674.99,Amazon / local retail,Pune,UPI
PS007-202605-016,PS007,2026-05-20,debit,Shopping,696.13,Amazon / local retail,Pune,UPI
PS007-202605-017,PS007,2026-05-30,debit,Shopping,775.8,Amazon / local retail,Pune,UPI
PS007-202605-018,PS007,2026-05-02,debit,Transport,178.92,Metro / fuel,Pune,UPI
PS007-202605-019,PS007,2026-05-06,debit,Transport,243.63,Metro / fuel,Pune,UPI
PS007-202605-020,PS007,2026-05-10,debit,Transport,253.64,Metro / fuel,Pune,UPI
PS007-202605-021,PS007,2026-05-14,debit,Transport,189.94,Metro / fuel,Pune,UPI
PS007-202605-022,PS007,2026-05-18,debit,Transport,247.47,Metro / fuel,Pune,UPI
